0,0.37,111.02
1,0.47,83.31
2,0.5,76.61
3,0.52,73.55
4,0.53,69.42
5,0.55,67.09
6,0.54,70.32
7,0.55,66.88
8,0.54,67.16
9,0.55,66.73
10,0.55,68.18
11,0.56,69.18
12,0.56,67.56
13,0.56,68.47
14,0.56,66.79
15,0.56,68.12
16,0.57,67.48
17,0.56,70.98
18,0.56,70.22
19,0.57,72.53
20,0.56,74.09
21,0.56,71.96
22,0.57,74.5
23,0.57,72.87
24,0.56,73.6
25,0.57,71.53
26,0.56,74.99
27,0.57,74.73
28,0.57,74.81
29,0.57,77.7
30,0.57,75.11
31,0.57,77.11
32,0.57,76.42
33,0.56,77.49
34,0.56,80.67
35,0.57,77.05
36,0.57,77.53
37,0.57,79.15
38,0.57,82.39
39,0.57,80.95
40,0.57,79.09
41,0.57,83.09
42,0.57,82.17
43,0.57,81.41
44,0.57,83.7
45,0.57,82.93
46,0.57,80.92
47,0.57,82.99
48,0.57,86.02
49,0.57,86.91
