0,0.37,110.87
1,0.47,83.06
2,0.5,76.56
3,0.52,73.73
4,0.53,70.2
5,0.55,66.63
6,0.54,69.03
7,0.55,65.97
8,0.55,66.72
9,0.56,66.57
10,0.56,66.57
11,0.56,68.24
12,0.55,68.76
13,0.56,68.51
14,0.57,66.87
15,0.56,66.72
16,0.57,65.82
17,0.56,70.2
18,0.56,69.81
19,0.57,71.58
20,0.57,72.64
21,0.56,71.31
22,0.57,72.18
23,0.57,71.51
24,0.56,73.63
25,0.57,70.52
26,0.57,73.71
27,0.57,73.2
28,0.58,73.56
29,0.57,75.52
30,0.57,73.22
31,0.57,74.27
32,0.57,77.27
33,0.57,75.23
34,0.57,79.21
35,0.57,75.42
36,0.57,76.59
37,0.57,77.86
38,0.57,80.65
39,0.57,80.38
40,0.58,77.23
41,0.57,81.44
42,0.58,81.39
43,0.57,80.99
44,0.57,81.1
45,0.58,81.69
46,0.57,80.73
47,0.57,83.94
48,0.58,84.57
49,0.57,85.91
