0,0.37,109.37
1,0.48,82.61
2,0.51,74.89
3,0.51,74.73
4,0.53,68.37
5,0.54,68.47
6,0.55,67.9
7,0.55,66.93
8,0.55,66.74
9,0.55,68.38
10,0.55,67.27
11,0.55,68.17
12,0.57,65.26
13,0.56,68.16
14,0.56,67.92
15,0.56,66.62
16,0.57,67.37
17,0.56,68.95
18,0.57,69.13
19,0.58,65.76
20,0.57,67.91
21,0.57,69.67
22,0.57,71.18
23,0.57,72.03
24,0.56,73.54
25,0.57,73.11
26,0.57,73.21
27,0.57,73.71
28,0.57,72.26
29,0.57,74.1
30,0.58,72.82
31,0.57,75.18
32,0.57,75.61
33,0.57,74.36
34,0.57,78.44
35,0.57,77.3
36,0.57,78.37
37,0.57,77.27
38,0.58,78.06
39,0.57,80.37
40,0.58,78.0
41,0.58,80.72
42,0.58,81.03
43,0.57,80.74
44,0.57,82.62
45,0.57,85.86
46,0.57,82.77
47,0.57,84.75
48,0.57,86.51
49,0.57,87.59
