0,0.46,90.07
1,0.51,75.01
2,0.54,69.23
3,0.53,68.99
4,0.55,66.25
5,0.56,66.11
6,0.56,66.93
7,0.55,67.27
8,0.56,66.94
9,0.55,70.36
10,0.56,69.68
11,0.56,69.87
12,0.56,67.67
13,0.57,69.64
14,0.56,72.46
15,0.57,72.13
16,0.57,72.32
17,0.57,73.24
18,0.57,72.37
19,0.57,72.77
20,0.57,73.22
21,0.57,75.74
22,0.58,75.34
23,0.57,83.79
24,0.57,79.34
25,0.57,79.08
26,0.57,82.11
27,0.58,81.19
28,0.57,79.8
29,0.58,82.05
30,0.58,82.6
31,0.57,84.02
32,0.57,87.32
33,0.58,82.7
34,0.58,85.84
35,0.57,89.01
36,0.57,87.51
37,0.58,86.88
38,0.58,89.02
39,0.58,89.57
40,0.58,88.31
41,0.57,88.35
42,0.57,89.16
43,0.57,91.34
44,0.58,91.8
45,0.53,108.35
46,0.5,86.05
47,0.56,78.51
48,0.58,84.12
49,0.58,88.48
