0,0.38,109.04
1,0.48,82.64
2,0.51,74.75
3,0.51,74.13
4,0.53,68.99
5,0.54,67.87
6,0.55,67.05
7,0.55,67.72
8,0.55,68.7
9,0.55,68.11
10,0.55,67.2
11,0.56,67.28
12,0.56,65.09
13,0.56,66.74
14,0.57,67.82
15,0.57,66.36
16,0.57,68.79
17,0.56,71.5
18,0.57,70.6
19,0.57,66.74
20,0.57,68.37
21,0.57,69.91
22,0.57,72.06
23,0.57,70.72
24,0.57,71.14
25,0.57,72.5
26,0.57,72.75
27,0.57,72.98
28,0.58,72.47
29,0.57,75.17
30,0.58,72.17
31,0.58,74.29
32,0.58,76.14
33,0.57,73.4
34,0.57,78.76
35,0.57,77.51
36,0.57,77.71
37,0.57,77.62
38,0.58,78.82
39,0.58,80.29
40,0.58,77.93
41,0.58,80.14
42,0.58,82.38
43,0.58,80.48
44,0.57,81.97
45,0.58,84.78
46,0.57,81.25
47,0.57,84.1
48,0.58,86.64
49,0.57,86.07
