0,0.38,108.23
1,0.48,83.11
2,0.51,75.07
3,0.51,74.27
4,0.54,68.19
5,0.54,68.65
6,0.55,65.45
7,0.55,66.11
8,0.55,65.67
9,0.55,66.61
10,0.56,66.3
11,0.55,67.99
12,0.56,65.62
13,0.56,68.27
14,0.57,67.84
15,0.57,66.31
16,0.57,66.48
17,0.57,69.49
18,0.57,68.9
19,0.58,66.57
20,0.57,68.51
21,0.57,70.04
22,0.57,71.29
23,0.57,72.12
24,0.56,72.48
25,0.57,71.91
26,0.57,72.77
27,0.58,73.67
28,0.58,72.07
29,0.57,75.05
30,0.58,72.92
31,0.58,73.06
32,0.58,76.42
33,0.58,73.08
34,0.57,78.87
35,0.57,76.76
36,0.57,78.51
37,0.57,78.27
38,0.58,78.79
39,0.58,80.82
40,0.58,77.75
41,0.58,79.46
42,0.57,83.14
43,0.57,80.78
44,0.58,81.65
45,0.58,84.09
46,0.58,79.96
47,0.57,83.21
48,0.58,86.07
49,0.58,85.85
