0,0.37,108.79
1,0.48,82.96
2,0.51,75.14
3,0.51,73.16
4,0.53,70.04
5,0.54,67.09
6,0.55,67.32
7,0.55,66.6
8,0.55,68.05
9,0.55,66.19
10,0.55,66.95
11,0.56,66.94
12,0.57,65.11
13,0.55,69.05
14,0.56,69.08
15,0.56,66.6
16,0.57,70.52
17,0.56,73.81
18,0.57,72.97
19,0.57,67.37
20,0.57,69.65
21,0.57,72.78
22,0.57,73.89
23,0.57,72.45
24,0.57,72.68
25,0.57,74.71
26,0.56,75.17
27,0.57,75.95
28,0.57,75.15
29,0.57,76.85
30,0.57,74.91
31,0.57,76.6
32,0.57,77.45
33,0.57,75.99
34,0.57,78.64
35,0.57,78.76
36,0.57,81.76
37,0.57,78.8
38,0.57,80.04
39,0.57,82.57
40,0.57,79.14
41,0.57,82.6
42,0.57,84.39
43,0.57,82.92
44,0.57,84.58
45,0.57,86.94
46,0.57,83.94
47,0.57,86.17
48,0.57,89.13
49,0.57,89.06
