0,0.28,152.15
1,0.43,107.19
2,0.5,81.16
3,0.52,75.35
4,0.53,72.6
5,0.53,70.1
6,0.54,69.2
7,0.54,67.72
8,0.55,67.22
9,0.55,66.7
10,0.55,65.58
11,0.56,65.9
12,0.55,66.05
13,0.56,66.8
14,0.56,65.99
15,0.56,66.13
16,0.57,66.32
17,0.57,66.66
18,0.56,66.67
19,0.57,67.11
20,0.56,67.47
21,0.57,67.55
22,0.57,66.13
23,0.56,66.64
24,0.57,68.53
25,0.57,67.35
26,0.57,67.17
27,0.57,70.63
28,0.57,68.08
29,0.57,69.11
30,0.57,68.52
31,0.57,66.89
32,0.57,70.34
33,0.58,68.11
34,0.57,71.53
35,0.57,70.62
36,0.57,71.43
37,0.57,74.05
38,0.58,71.63
39,0.58,70.95
40,0.57,71.44
41,0.57,74.05
42,0.57,73.16
43,0.57,72.04
44,0.57,73.5
45,0.57,73.87
46,0.58,72.22
47,0.58,73.75
48,0.57,73.1
49,0.57,75.42
