0,0.42,105.02
1,0.51,78.24
2,0.52,74.16
3,0.54,70.26
4,0.54,68.22
5,0.55,68.08
6,0.55,66.81
7,0.56,66.53
8,0.56,66.34
9,0.56,68.69
10,0.56,67.24
11,0.56,69.98
12,0.56,67.82
13,0.56,72.53
14,0.56,70.28
15,0.57,70.26
16,0.56,70.18
17,0.56,70.7
18,0.57,72.19
19,0.56,72.42
20,0.57,72.21
21,0.57,73.26
22,0.57,74.02
23,0.57,74.39
24,0.57,76.86
25,0.57,75.16
26,0.57,74.82
27,0.57,75.98
28,0.57,76.35
29,0.57,78.79
30,0.56,78.47
31,0.57,80.26
32,0.57,76.8
33,0.57,81.05
34,0.57,76.57
35,0.57,78.23
36,0.57,82.25
37,0.57,80.59
38,0.57,83.93
39,0.57,80.73
40,0.57,84.18
41,0.57,82.4
42,0.57,82.19
43,0.57,83.31
44,0.57,85.71
45,0.57,84.95
46,0.57,87.12
47,0.57,87.68
48,0.57,89.4
49,0.57,89.1
