0,0.42,105.02
1,0.51,78.16
2,0.52,74.5
3,0.54,70.44
4,0.54,68.56
5,0.55,67.81
6,0.56,66.41
7,0.56,65.64
8,0.56,66.14
9,0.56,68.48
10,0.56,67.14
11,0.56,70.17
12,0.56,68.01
13,0.56,72.66
14,0.56,70.77
15,0.56,70.16
16,0.57,70.02
17,0.56,71.2
18,0.57,73.26
19,0.57,71.8
20,0.57,72.62
21,0.57,72.83
22,0.57,73.62
23,0.57,73.89
24,0.57,76.65
25,0.57,74.75
26,0.57,75.19
27,0.57,75.34
28,0.57,75.62
29,0.57,77.89
30,0.57,77.58
31,0.57,79.26
32,0.57,77.06
33,0.57,81.75
34,0.57,77.01
35,0.57,77.0
36,0.57,82.19
37,0.57,81.23
38,0.57,84.27
39,0.57,82.05
40,0.57,84.32
41,0.57,82.11
42,0.57,83.51
43,0.57,83.7
44,0.57,86.12
45,0.57,84.77
46,0.57,87.71
47,0.57,88.58
48,0.57,89.07
49,0.57,87.19
