0,0.42,105.5
1,0.51,78.27
2,0.52,73.95
3,0.54,70.06
4,0.54,68.27
5,0.55,67.65
6,0.55,67.06
7,0.56,66.32
8,0.56,66.7
9,0.56,69.1
10,0.56,67.24
11,0.56,69.89
12,0.56,68.25
13,0.56,71.99
14,0.56,70.66
15,0.56,70.06
16,0.57,70.22
17,0.57,70.67
18,0.57,71.97
19,0.56,72.15
20,0.57,71.75
21,0.57,72.42
22,0.57,73.21
23,0.57,74.05
24,0.57,76.65
25,0.57,74.44
26,0.57,74.95
27,0.57,75.19
28,0.57,75.65
29,0.57,78.15
30,0.57,77.75
31,0.57,79.51
32,0.57,77.39
33,0.57,80.74
34,0.57,77.91
35,0.57,77.9
36,0.57,81.85
37,0.57,79.86
38,0.57,84.11
39,0.58,79.73
40,0.57,83.36
41,0.57,81.53
42,0.57,81.89
43,0.57,82.72
44,0.57,85.46
45,0.57,83.93
46,0.57,85.77
47,0.57,88.73
48,0.57,89.45
49,0.57,86.54
