0,0.44,102.08
1,0.5,78.14
2,0.54,69.4
3,0.53,69.53
4,0.55,67.31
5,0.56,65.25
6,0.56,65.52
7,0.57,65.08
8,0.56,66.69
9,0.57,65.98
10,0.57,65.23
11,0.56,68.19
12,0.57,68.13
13,0.57,66.15
14,0.57,66.15
15,0.58,67.44
16,0.57,68.69
17,0.58,70.12
18,0.57,69.18
19,0.57,71.62
20,0.58,71.33
21,0.58,72.68
22,0.58,72.58
23,0.57,72.81
24,0.58,71.9
25,0.58,72.54
26,0.57,74.64
27,0.57,74.18
28,0.58,74.59
29,0.58,75.09
30,0.58,77.29
31,0.58,77.29
32,0.58,75.82
33,0.58,78.23
34,0.58,79.29
35,0.58,77.13
36,0.58,80.59
37,0.58,79.14
