0,0.37,111.25
1,0.47,82.98
2,0.5,76.54
3,0.52,73.7
4,0.53,69.77
5,0.55,66.98
6,0.54,69.03
7,0.55,66.33
8,0.55,65.99
9,0.56,67.1
10,0.56,67.04
11,0.56,67.82
12,0.56,65.85
13,0.56,67.43
14,0.56,67.41
15,0.57,67.07
16,0.57,67.01
17,0.56,70.41
18,0.56,68.47
19,0.57,69.95
20,0.56,73.07
21,0.57,70.65
22,0.57,73.0
23,0.57,71.34
24,0.56,74.17
25,0.57,71.42
26,0.57,72.66
27,0.57,73.97
28,0.58,74.21
29,0.57,76.06
30,0.57,73.97
31,0.57,76.18
32,0.57,76.39
33,0.57,74.69
34,0.57,77.72
35,0.57,75.7
36,0.58,75.04
37,0.57,77.11
38,0.57,81.16
39,0.57,79.78
40,0.58,78.35
41,0.57,81.35
42,0.58,81.64
43,0.57,81.71
44,0.57,81.17
45,0.57,83.02
46,0.57,80.97
47,0.57,83.55
48,0.58,85.51
49,0.57,86.37
