0,0.37,111.6
1,0.47,83.08
2,0.5,76.54
3,0.52,73.03
4,0.53,69.4
5,0.55,66.37
6,0.54,69.57
7,0.55,66.85
8,0.55,65.32
9,0.56,66.4
10,0.56,66.73
11,0.56,67.04
12,0.56,66.82
13,0.57,66.34
14,0.57,66.33
15,0.57,66.26
16,0.57,66.37
17,0.56,70.21
18,0.56,68.95
19,0.57,70.03
20,0.56,73.79
21,0.57,71.6
22,0.57,72.76
23,0.57,72.02
24,0.56,72.87
25,0.57,71.15
26,0.57,73.71
27,0.57,74.1
28,0.57,73.58
29,0.57,75.16
30,0.57,73.98
31,0.57,74.86
32,0.57,76.35
33,0.57,74.6
34,0.56,79.17
35,0.57,76.06
36,0.58,75.24
37,0.57,78.25
38,0.57,80.07
39,0.57,80.11
40,0.58,77.25
41,0.57,80.48
42,0.58,80.28
43,0.57,82.32
44,0.57,81.24
45,0.58,82.24
46,0.57,81.22
47,0.57,83.62
48,0.58,85.44
49,0.57,86.52
