0,0.29,151.32
1,0.43,101.49
2,0.48,85.73
3,0.51,78.48
4,0.52,77.14
5,0.54,70.96
6,0.54,70.03
7,0.54,68.02
8,0.55,68.15
9,0.54,68.23
10,0.55,67.53
11,0.55,68.8
12,0.55,67.51
13,0.55,66.46
14,0.55,65.52
15,0.55,66.44
16,0.56,67.34
17,0.56,66.3
18,0.56,65.62
19,0.56,68.5
20,0.56,67.04
21,0.55,71.18
22,0.56,66.98
23,0.56,67.52
24,0.56,67.74
25,0.57,67.52
26,0.56,69.58
27,0.56,69.82
28,0.56,70.33
29,0.57,71.05
30,0.56,69.07
31,0.57,71.01
32,0.57,70.73
33,0.57,71.07
34,0.56,72.15
35,0.56,73.06
36,0.57,71.22
37,0.57,70.43
38,0.57,72.25
39,0.57,71.87
40,0.57,72.54
41,0.57,72.84
42,0.57,72.13
43,0.57,73.69
44,0.56,73.93
45,0.57,73.47
46,0.57,72.83
47,0.57,75.04
48,0.57,74.4
49,0.57,73.72
