0,0.28,151.9
1,0.43,107.61
2,0.5,80.89
3,0.52,75.5
4,0.53,72.43
5,0.54,69.48
6,0.54,69.24
7,0.54,68.26
8,0.54,69.11
9,0.55,66.85
10,0.55,65.62
11,0.56,65.9
12,0.56,66.49
13,0.56,66.7
14,0.57,65.42
15,0.56,65.7
16,0.57,66.2
17,0.57,66.35
18,0.57,66.95
19,0.57,66.76
20,0.56,67.24
21,0.56,67.28
22,0.57,65.66
23,0.57,65.74
24,0.57,68.88
25,0.57,66.85
26,0.57,67.07
27,0.57,70.71
28,0.57,68.04
29,0.57,69.29
30,0.58,68.1
31,0.57,67.4
32,0.57,71.23
33,0.58,69.18
34,0.57,70.6
35,0.57,70.62
36,0.57,70.92
37,0.58,72.02
38,0.57,71.04
39,0.57,71.89
40,0.57,70.63
41,0.58,73.89
42,0.58,72.11
43,0.58,71.02
44,0.57,72.54
45,0.57,74.05
46,0.58,72.28
47,0.58,73.81
48,0.57,73.27
49,0.57,75.17
