0,0.28,152.36
1,0.43,105.96
2,0.5,81.37
3,0.52,75.34
4,0.53,72.86
5,0.53,70.39
6,0.54,68.94
7,0.55,67.18
8,0.54,68.75
9,0.54,67.36
10,0.56,65.62
11,0.55,66.26
12,0.55,68.82
13,0.56,67.74
14,0.56,65.74
15,0.57,66.55
16,0.57,67.55
17,0.56,66.9
18,0.56,67.02
19,0.57,67.42
20,0.56,67.96
21,0.56,69.35
22,0.57,67.78
23,0.57,66.3
24,0.57,69.18
25,0.57,68.57
26,0.57,68.88
27,0.57,71.06
28,0.57,67.79
29,0.57,69.16
30,0.58,68.9
31,0.57,68.41
32,0.57,71.98
33,0.57,69.88
34,0.57,71.21
35,0.57,70.82
36,0.57,71.4
37,0.57,73.57
38,0.57,71.58
39,0.57,72.77
40,0.57,70.06
41,0.57,74.18
42,0.57,72.5
43,0.57,71.71
44,0.57,72.85
45,0.57,74.57
46,0.58,71.69
47,0.58,73.87
48,0.57,74.22
49,0.57,75.71
