0,0.36,114.38
1,0.45,88.96
2,0.49,79.01
3,0.51,75.16
4,0.52,72.22
5,0.54,68.69
6,0.53,69.17
7,0.55,67.15
8,0.55,66.23
9,0.55,67.77
10,0.54,67.99
11,0.55,70.12
12,0.55,68.52
13,0.55,69.42
14,0.55,69.03
15,0.56,70.67
16,0.56,68.56
17,0.56,70.47
18,0.56,69.68
19,0.56,72.24
20,0.56,72.18
21,0.56,72.46
22,0.56,73.24
23,0.56,73.76
24,0.56,73.67
25,0.56,75.74
26,0.56,75.47
27,0.56,74.82
28,0.57,75.7
29,0.57,75.62
30,0.57,77.65
31,0.57,75.75
32,0.56,78.85
33,0.57,76.6
34,0.57,79.71
35,0.56,81.05
36,0.56,80.05
37,0.57,79.47
38,0.57,82.25
39,0.57,78.6
40,0.57,80.11
41,0.57,80.51
42,0.57,80.13
43,0.57,80.05
44,0.57,81.74
45,0.57,86.14
46,0.56,83.25
47,0.57,81.92
48,0.57,86.59
49,0.57,84.52
