0,0.36,113.67
1,0.47,85.96
2,0.49,78.51
3,0.52,73.18
4,0.52,72.77
5,0.54,68.43
6,0.53,71.46
7,0.55,67.34
8,0.54,68.6
9,0.55,67.29
10,0.55,66.73
11,0.56,66.27
12,0.56,68.07
13,0.56,69.03
14,0.55,68.81
15,0.56,70.0
16,0.57,68.13
17,0.56,70.43
18,0.57,67.89
19,0.56,71.8
20,0.57,70.36
21,0.56,71.31
22,0.56,72.61
23,0.57,72.32
24,0.56,73.49
25,0.57,76.12
26,0.56,74.54
27,0.56,76.92
28,0.57,73.05
29,0.57,76.2
30,0.56,76.39
31,0.57,77.01
32,0.57,74.78
33,0.56,81.19
34,0.57,77.21
35,0.57,77.25
36,0.57,80.01
37,0.57,81.61
38,0.57,81.38
39,0.56,81.17
40,0.57,81.26
41,0.57,79.61
42,0.57,79.73
43,0.57,81.44
44,0.57,83.54
45,0.57,84.4
46,0.56,85.4
47,0.57,86.58
48,0.57,86.83
49,0.57,86.6
