0,0.33,109.11
1,0.41,94.85
2,0.41,91.4
3,0.48,82.47
4,0.48,79.59
5,0.51,74.37
6,0.51,75.98
7,0.52,74.85
8,0.51,74.48
9,0.51,74.52
10,0.54,69.53
11,0.52,72.64
12,0.53,71.45
13,0.55,71.31
14,0.54,71.03
15,0.55,70.77
16,0.55,72.43
17,0.56,71.57
18,0.55,71.11
19,0.55,78.81
20,0.55,71.96
21,0.56,73.97
22,0.56,78.59
23,0.56,80.94
24,0.56,80.37
25,0.57,77.32
26,0.55,85.88
27,0.56,79.6
28,0.57,81.94
29,0.57,81.38
30,0.57,88.53
31,0.57,83.34
32,0.56,88.43
33,0.57,84.27
34,0.56,90.07
35,0.56,91.32
36,0.56,93.53
37,0.57,92.33
38,0.57,97.0
39,0.57,91.95
40,0.56,97.74
41,0.57,99.43
42,0.57,93.76
43,0.56,96.43
44,0.56,100.2
45,0.56,103.75
46,0.55,105.76
47,0.41,217.99
48,0.5,80.9
49,0.52,75.4
